HGNC symbol	EntrezGene ID
RAC1P1	
HDAC1	3065
DNM2	1785
HAPLN3	145864
THAP12P1	
	653786
	101928283
FABP5P5	
CSF2RA	1438
OR4K11P	
NCKAP5	344148
POU6F2	11281
MAP3K7CL	56911
PTPN21	11099
SPANXC	64663
MRPS23	51649
ZSCAN5DP	
CDRT1	374286
NOSTRIN	115677
PAICS	10606
SMIM8	57150
SMIM8	63914
NPM1P6	
SERBP1P5	
NAPG	8774
SPINK1	6690
GDF1	
PGAM1P11	
ZNF514	84874
UBE2E2	7325
ASNSP4	
ZNF678	339500
EIF4E3	317649
RN7SL468P	
DDX24	57062
RN7SL634P	
RNU6-891P	
RNU2-66P	
FSIP2	401024
RN7SL69P	
RPS3AP44	
OR10G9	219870
RNY4P18	
RNA5SP102	
RNA5SP506	
TGOLN2	10618
GZMA	3001
MIR3198-1	100423025
TRAJ11	
RNU6-64P	
	102724188
FRMD3	257019
UBE2O	63893
RNU1-148P	
RABL2B	11158
CHURC1	91612
LINC01290	
RNU4-62P	
NHLH1	4807
RNA5SP343	
RNU6-567P	
RNA5SP475	
MIR6767	102465459
RIMBP3	85376
RNU6-75P	
LATS1	9113
MIR6894	102466759
MIR599	693184
MIR6804	102465482
MIR3202-2	100422877
RNA5SP168	
RNU6-84P	
MIR4759	100616243
RNU4ATAC5P	
SNORD18A	595098
SIGLEC30P	
RNU6-1224P	
SNORA22	677807
RN7SL636P	
OR4K12P	
	101928254
MIR2115	100313840
RNU7-50P	
SNORD115-12	100033449
YBX2	51087
EIF5	1983
MIR5588	100847054
MIR4772	100616157
MIR1294	100302181
MMP12	4321
MIR8070	102465870
RNU6ATAC7P	
MIR548X	100422920
OR2AP1	121129
RNA5SP19	
MTCH2	23788
MIR4782	100616208
RN7SL685P	
RNU1-128P	
RNU6-1032P	
TNFRSF4	7293
RN7SL138P	
RNU5B-1	26832
MIR412	574433
RN7SL788P	
	101928489
MIRLET7F1	406888
UBE2E1	7324
MIR4433B	102465833
SNORA53	677832
MYH2	4620
MIR204	406987
RN7SL704P	
RNU4-10P	
SNORA46	677827
RNU6-12P	
RN7SL472P	
FMO3	2328
OR6S1	341799
RN7SL667P	
RNA5SP155	
RNU6-447P	
SNORD115-29	100033803
RNA5SP213	
MIR7111	102465668
RN7SKP291	
RNA5SP98	
RNU4-63P	
LRRC45	201255
RNA5SP192	
RNU1-55P	
C2CD4A	145741
MIR3650	100500824
RNU6-1019P	
RN7SKP11	
MIR6859-1	102466751
MIR1260A	100302236
ADCY4	196883
MIR4444-2	100846999
RNA5SP324	
RNA5SP350	
ATF2	1386
MMP2	4313
CPSF6	11052
RNU6-15P	
SNORD3D	780854
RN7SKP266	
C4B-AS1	102060414
NPAS3	64067
RNU6-25P	
C11orf45	219833
SNORD60	26788
MIR4490	100616186
CDRT15L2	256223
TNS2	23371
IFNWP4	
RARRES2P3	
NOS2	4843
AURKB	9212
IFNW1	3467
KLHL34	257240
SOX5	6660
RN7SL763P	
SNAPC2	6618
RN7SL647P	
ZDHHC20-IT1	
MIR7973-2	102465855
HES3	390992
RNA5SP183	
RNU1-57P	
RNU6-283P	
	101060542
RNU7-152P	
MIR181A2	406954
RNU7-2P	
	101929680
	102724058
MIR7977	102465858
RPS2P6	
RNU6-402P	
MIR1254-2	100616217
RNU6-859P	
FUT4	2526
RNU6ATAC10P	
POLR3H	171568
RNU1-2	26870
RN7SL521P	
MIR4454	100616234
NPM1P47	
RNU7-49P	
RNU6-587P	
RN7SL362P	
RNU2-8P	
MIR3179-2	100422886
	400541
RNU4ATAC	100151683
RNU2-34P	
RNU6-205P	
	146880
MIR3670-1	100500910
SGO1P2	
RNU6-979P	
	101927768
GPIHBP1	338328
RN7SL379P	
HIGD1AP9	
RNU1-138P	
FAM27E2	
RN7SKP186	
MIR4664	100616318
RN7SL692P	
DSG4	147409
CMC4	100272147
RN7SL531P	
RN7SL282P	
RNA5SP466	
FLVCR1	28982
MIR627	693212
RNU6-319P	
RNA5SP490	
LINC01248	
RN7SL413P	
RNU6-328P	
LSM12P1	
RNU6-439P	
RN7SKP175	
	107986898
MINOS1P3	
RNA5SP31	
RNU6-27P	
ZAP70	7535
MIR7978	102465859
MIR200B	406984
RNA5SP520	
RNU6-54P	
RNU6-620P	
MIR5008	100847072
MIR3924	100500834
MEMO1P4	
RNF14	9604
IRF8	3394
GAGE12D	729428
GAGE12D	100132399
AAED1	195827
FAM83A-AS1	100131726
KLHL9	55958
LINC01606	
NFIC	4782
COIL	8161
HOPX	84525
MAPK11	5600
RNU6-1321P	
RPL23AP48	
MIR1302-3	100302128
PCDH11X	27328
BABAM1	29086
TRAJ33	
PBOV1	59351
GAPVD1	26130
AFAP1	60312
AMOTL1	154810
KLHL4	56062
TNNT1	7138
SLC4A1	6521
OR4A15	81328
TMEM8A	58986
IGHD1OR15-1B	
ZNF655	79027
MGST3	4259
PTER	9317
LRRC47	57470
CARD8-AS1	100505812
RN7SL560P	
LCN10	414332
ZW10	9183
TNFSF10	8743
USP3	9960
	101928435
GPR35	2859
	102724788
CTBP2P4	
WHSC1L1	54904
CD99	4267
TBP	6908
VPREB3	29802
IFT81	28981
PCMTD1P3	
ENPP7P10	
SLC1A3	6507
CARS-AS1	
RNA5SP239	
DHRS3	9249
RNA5SP433	
RN7SL827P	
RNU6-309P	
TSPYL5	85453
CENPBD1P1	65996
PRPS1L1	221823
NPIPB10P	
MIR657	724027
MIR487B	664616
MTND2P13	
RNU6-65P	
RNY3P4	
RN7SL610P	
DEFB130	245940
MGLL	11343
CRBN	51185
RNU7-175P	
NHP2P2	
RN7SL787P	
NUBPL	80224
MIR4500	100616182
	106780802
RNY4P24	
FBXL16	146330
EPHA4	2043
VAMP5	10791
RPP30	10556
COQ10B	80219
IL36A	27179
RFX3-AS1	101929302
TRPM4	54795
HLA-DQA2	3117
HLA-DQA2	3118
PAPOLB	56903
BMP2	650
RPA2P2	
CEACAM22P	388550
CYP8B1	1582
C4orf33	132321
LINC00909	400657
SOX11	6664
FAM117A	81558
CENPM	79019
RNU6-146P	
RN7SL432P	
RNA5SP202	
PROSER2-AS1	219731
AVP	551
RNA5SP24	
CYP4X1	260293
HNRNPA1P15	
RN7SL77P	
MIR323B	574410
SNORD33	26818
UAP1L1	91373
FAM109B	150368
RNA5SP133	
MIR4424	100616328
MIR648	693233
RN7SL217P	
GPX1	2876
RN7SL387P	
RNU7-6P	
MIR6832	102466745
MIR3180-5	100500916
RNU6-343P	
LINC00598	400123
LINC00598	646982
SCARNA2	677766
	642477
MIR4270	100422868
	105379141
TRBV12-5	
RNU6-76P	
LINC01593	107178918
RNU6-293P	
SKIDA1	387640
SEC61B	10952
PON3	5446
FAM30C	
RPL23AP40	
GAPDHP39	
RN7SL369P	
	105372179
SNORD53	26796
WASF3	10810
MIR4537	100616422
RPS29P27	
MIR489	574442
ADCY9	115
MIR135A1	406925
MIR4511	100616379
MIR3138	100423011
RNU6-1242P	
MIR924	100126323
KLHL15	80311
OR6E1P	
EXOSC5	56915
SNORD114-16	767594
NTM-IT	
MIR4308	100422984
RNU1-16P	
EI24P2	
RNU6-490P	
CSAG1	158511
RN7SL785P	
MIR7152	102465689
MIR548AD	100616475
GOLGA4	2803
RNU6-289P	
RNU6ATAC15P	
POMGNT2	84892
FABP5P12	
RNU2-59P	
ZNF433	163059
RN7SKP71	
ANO1-AS2	
RNA5SP418	
MTND6P21	
RNU7-140P	
ACTP1	
CCDC13	152206
RNU6-1271P	
KRTAP5-5	439915
RNU6-1165P	
HOXA11	3207
RNY3P13	
POLR2D	5433
CLC	1178
RNU6-414P	
OR2AE1	81392
MIR136	406927
H3F3C	440093
RNU6-231P	
RNU6-164P	
RNU2-47P	
IL1RN	3557
MIR16-1	406950
RN7SKP1	
RN7SL586P	
DLGAP1-AS3	201477
RNU6-433P	
RNU6ATAC20P	
APCS	325
MIR187	406963
MIR6133	102465139
MIR1273A	100302165
MIR590	693175
RNU1-29P	
RGS1	5996
RNU6-438P	
OLIG1	116448
OR10R2	343406
MIR606	693191
TMEM5-AS1	104169670
RNU2-37P	
MIR3684	100500867
SNORA28	677811
IGSF1	3547
RNU6-741P	
RN7SL280P	
ARMC4P1	
MIR3148	100422876
RN7SKP242	
SCN5A	6331
RNU2-53P	
KRT8P3	
RNU6-1028P	
MIR1302-4	100302130
MIR3164	100422846
RPS29P17	
MIR361	494323
RNA5SP420	
MIR5696	100847007
NCF1	653361
RN7SL715P	
NDUFB5P1	
MIR656	724026
MIR3151	100422992
YTHDC2	64848
MIR4302	100422897
NDUFC2-KCTD14	100532726
MIR548I2	100302277
MIR4776-2	100616267
MIR4776-2	100616472
MIR4776-1	100616267
MIR4776-1	100616472
MIR6870	102465525
MIR3667	100500882
MIR378B	100422933
BBOX1-AS1	103695435
RNU4-2	26834
MIR4447	100616485
MIR6854	102465514
MIR95	407052
MIR4463	100616389
MIR4731	100616125
MIR8485	103504737
RNU6-873P	
RNU6-559P	
MIR1255B1	100313806
MIR6072	102465944
RPL10AP1	
MIR7976	102465857
RNU6-1333P	
RNU6-1041P	
RN7SKP16	
MIR548V	100422850
GALNT5	11227
FOXJ2	55810
MIR4524A	100616316
MIR6724-4	103504733
MIR4536-1	100616155
MIR4536-1	100847061
MIR4536-2	100616155
MIR4536-2	100847061
RNU4-37P	
RNA5SP276	
RNA5SP435	
DEFB107B	503614
RN7SL558P	
RNU6-21P	
SETMAR	6419
RN7SKP3	
DCUN1D2	55208
RNU7-141P	
RNU2-44P	
MIR6511A1	102466268
RNU7-119P	
RN7SL624P	
RNA5SP340	
SNORD100	594838
MIR592	693177
RN7SL288P	
ANKRD13A	88455
RNU6-762P	
SNORD114-12	767590
RN7SKP293	
RNU6-583P	
RNU6-1069P	
RN7SL654P	
RNU6-1241P	
GPR32	2854
RNU6-660P	
RNA5SP55	
RNU6-801P	
REC114	283677
MIR5188	100847004
RNU7-182P	
RNU4-80P	
RNU6-341P	
MIR548AP	100847084
SNORD82	25826
RNU6-1324P	
RNY4P29	
IFNA14	3448
RN7SKP37	
RN7SL111P	
RNU7-196P	
TDGF1P3	6998
RNA5SP122	
MIR876	100126310
RNASE13	440163
RNU1-98P	
DNAJC10	54431
RNU6-1257P	
RNU6-1090P	
RN7SL290P	
RN7SL182P	
CLVS1	157807
RNU1-80P	
RN7SL337P	
TOP1	7150
	102723335
RN7SKP81	
RNU6ATAC16P	
NDUFAF4P2	
RN7SL545P	
RNA5SP91	
RPEP5	
MIR8071-2	102466889
GRPEL2	134266
RNU7-40P	
RNU6-1	26827
RPPH1-2P	
ACTA2	59
RNA5SP240	
ITIH1	3697
RN7SKP286	
RNU6-927P	
LINC01535	101927667
TMF1	7110
RN7SL493P	
RNU6-1087P	
	105375401
MIR6511A3	102465683
RNU6-47P	
SNORD38B	94163
SASH3	54440
MIR6793	102466737
GLRXP1	
MIR642A	693227
MIR4294	100422895
MIR5580	100847076
MIR891A	100126341
RNU6-248P	
SNORD96A	619571
FER1L6-AS2	157376
MIR196A1	406972
RNA5SP483	
RNU6-13P	
MIR3929	100500864
RN7SKP95	
MRPS16P2	
TNPO1P1	
RNU7-148P	
RNA5SP219	
RNU6-897P	
EDC3	80153
PRKXP1	
KLK15	55554
RNA5SP497	
RPS24	6229
RNU6-1123P	
RN7SKP257	
MIR1285-2	100302268
RNA5SP404	
RNU6-362P	
KLF2P2	
RN7SL691P	
HINT2P1	
RNU6-218P	
LINC00489	100861522
GPATCH2	55105
SLC25A6P5	
RNU6-807P	
RN7SKP79	
KCTD21	283219
RN7SKP208	
DPY19L2P5	
PRELID1	27166
RPL7P43	
RNU4ATAC7P	
RNU6-361P	
SUMO2P4	
RN7SL841P	
JTBP1	
RN7SL454P	
MIR1537	100302139
	100287792
RN7SKP214	
RNU6-316P	
POGZ	23126
SIGLEC5	8778
MIR4678	100616296
SNORD2	
ZNF511-PRAP1	
ERBB4	2066
MIR4508	100616275
MIR5189	100847057
RNU6-830P	
RNU6-881P	
RBP5	83758
TSEN15	116461
RNU6-1287P	
POU6F2-AS2	
MIR6807	102465976
	100506405
PCDH15	65217
IL36B	27177
CHCHD2P1	
TIMM8B	26521
RN7SL678P	
TRAJ43	
HPGDS	27306
RBBP4P2	
HNRNPA1P50	
SSBP3	23648
RNU6-672P	
MIR379	494328
WDR95P	
MIR3118-3	100422844
PRRX2-AS1	
FAR2P2	
MIR7854	102465840
LINC01546	100129464
TRAJ9	
LAIR1	3903
RN7SL658P	
ASS1P12	
SUPT16H	11198
TRAJ23	
OR7E87P	
RNU6-1308P	
RNU12-2P	
HSPE1P8	
MIR6862-2	102465907
MIR4437	100616213
GOLGA5	9950
RN7SL489P	
UNC93B6	
RNY1P5	
IGKV1OR2-6	
MIR34C	407042
MIR888	100126306
SNORD38A	94162
BPY2DP	
RN7SKP102	
B4GALNT1	2583
RNU6-458P	
CRTC3-AS1	101926895
OXLD1	339229
RNU6-1334P	
C12orf75	387882
ELOVL2	54898
KLF2P1	
DDX43P2	
MIR26A2	407016
SLC35D2	11046
OR7E25P	
RPL35AP12	
ST8SIA6-AS1	100128098
FLNB	2317
CYB5R2	51700
TTTY25P	
MSTN	2660
WDR53	348793
BMS1P4	
USP53	54532
EXD3	54932
MIR511	574445
MIR610	693195
RRN3P2	
ZDHHC15	158866
MIR6715A	102466189
NSUN4	387338
RNU6-694P	
TRBV22OR9-2	
CD80	941
CHTF18	63922
TLCD1	116238
MAP2	4133
OR7E19P	
MTCO2P20	
	101927419
HIGD1B	51751
BBOX1	8424
MIR744	100126313
SH3TC1	54436
MIR548H4	100313884
IFNG	3458
WNT3	7473
KRTAP10-9	386676
TUBA3E	112714
TJP1	7082
TEN1-CDK3	1018
RNU6-609P	
OR7M1P	
UQCC1	55245
FA2H	79152
SAP30	8819
SUPT20HL2	
SPG21	51324
MIR520D	574482
MIR6083	102464832
MIR5693	100847003
RNA5SP365	
PAICSP2	
STAMBP	10617
MIR3662	100500880
MIR6864	102465521
PABPC1P13	
MIR548AX	100847063
IQCA1-AS1	
MIR320A	407037
LRRC19	64922
TSEN15P1	
HMGN1	3150
SNORA12	677800
KRTAP12-1	353332
RNA5SP111	
RNA5SP517	
IGHV3-35	
RNU6-358P	
KRTAP10-2	386679
LINC00092	100188953
	101928144
ATPAF2	91647
DDX18P3	
MYOZ1	58529
NUP54	53371
MAN1B1-AS1	100289341
MIR520E	574461
RNU6ATAC18P	
WDR38	401551
IGHV3-36	
RN7SL156P	
ADI1P3	
WNT5A-AS1	
RNU6-20P	
RBFOX1	54715
USP9YP22	
MROH8	140699
CLUHP10	
KPNB1	3837
MIR372	442917
RPS14	6208
SNORD112	692215
RPS3AP26	
DNAJC15	29103
C11orf57	55216
NDUFAB1P1	
ADGRA2	25960
RNA5SP201	
FGF12	2257
TEN1	100134934
TGFBR3L	100507588
IZUMO1R	390243
MIR4436B2	100847033
RNA5SP345	
IGHV1-2	
SNORD116-10	100033422
COX20	116228
ADAMTS19	171019
MIR8089	102465882
EML5	161436
ARL13B	200894
	102723927
RPL31P40	
ZNF354A	6940
ZSCAN16-AS1	100129195
RPS17	6218
FGF7P3	
IGSF9B	22997
HS3ST4	9951
TBX2	6909
SLC7A13	157724
SYNGAP1	8831
SYNGAP1	100847012
FOXCUT	
IGKV2OR2-7	
PRR23D1	100131608
MEOX1	4222
RBM17P3	
CXADRP2	
TBC1D12	23232
HCG15	
LINC01456	105373144
PLEKHS1	79949
DUS4L	11062
IGBP1-AS2	
ACTL6A	86
GPR139	124274
SDCBPP1	
MAMLD1	10046
ABCD4	5826
FAM129B	64855
BEND2	139105
CLYBL-AS1	
ATP11C	286410
RAX2	84839
SMARCB1	6598
IGHV3OR16-15	
PEX5L	51555
LARGE2	120071
TNNI1	7135
RPL7P26	
IGHV3OR16-6	
ENC1	8507
AZU1	566
FAM71C	196472
BCAR1P2	
INO80B-WBP1	
LINC01594	102724774
COX6CP2	
SETD6P1	
CNTNAP3B	728577
CNTNAP3B	100289279
GAPDHP67	
CCDC61	729440
ATP13A5-AS1	
MPLKIP	136647
SNRPCP10	
KLK6	5653
NSMCE2	286053
LINC01516	
ATP13A4-AS1	
BAHD1	22893
MIR762	100313837
RNU6-1029P	
	100505716
RNU6-1268P	
PDSS1	23590
PAPPA	5069
RN7SL76P	
OR52B4	143496
	677771
C1orf216	127703
BCLAF1P2	
CYCTP	
INO80B	83444
UBD	10537
TNFAIP8L2	79626
TFAP2D	83741
	100192379
CSNK2A2	1459
	100288966
ACIN1	22985
TDGF1P4	
REXO1L5P	
KAT5	10524
BPHL	670
MTCO2P3	
GLO1	2739
SULT1C3	442038
PRMT5-AS1	
TMEM92	162461
LINC01097	285547
CREB5	9586
TCAF1	9747
LEF1	51176
GPR158	57512
HMBOX1-IT1	
KIAA1462	57608
TBC1D3L	729873
TBC1D3L	101060376
ATP5F1P4	
RAB42P1	
GCLM	2730
MED15P3	
D2HGDH	728294
SPAG9	9043
CCL27	10850
MYO1C	4641
SERPINF1	5176
MRPL35P1	
SPDYE4	388333
ELAVL4	1996
RNF182	221687
RNU6-429P	
PSMB10	5699
NPDC1	56654
E2F6P4	
VTRNA3-1P	
RNU6-696P	
	645166
	107985200
SNORA4	619568
RPSAP72	
MIR3670-3	103504726
RNU6-993P	
NRG3	10718
RN7SKP229	
B3GALT5-AS1	114041
MIR512-2	574459
ELL	8178
TAS2R2P	
MIR3648-1	100500862
MIR6512	102465255
MIR890	100126303
DUX4L33	
RNA5SP101	
MOCOS	55034
MIR1265	100302116
CCL3L3	6349
CCL3L3	414062
GPX6	257202
RERG-IT1	
IGFBP3	3486
MST1	4485
RN7SKP72	
RNU5E-3P	
SNORD25	9303
WDR12	55759
RNU6-407P	
PPIAP30	
UGT1A13P	
PLEKHA2	59339
PTCD1	26024
C11orf16	56673
SLC41A2	84102
VDAC1P13	
CROCCP5	
TRBV14	
RNU5D-1	
POU5F1P6	
MIR7-3	407045
LYSMD1	388695
MIR4301	100422855
RN7SL263P	
RPL39P38	
RNU6-1061P	
PMPCAP1	
NBPF17P	
RNU6-1339P	
SLC18A3	6572
CCDC162P	221262
RN7SKP106	
CSN3	1448
HERC2P3	283755
RNU4-67P	
OR7E15P	
MSX1	4487
OR10Q2P	
SNORD115-32	100033806
NYAP1	222950
RNU6-207P	
MIR1273G	100616145
RPL7AP58	
MIR607	693192
SNORD114-25	767605
ZNF417	147687
NPM1P43	
MIR30B	407030
FIRRE	286467
RNU6-46P	
MIR548M	100313772
SNORD116-17	
NMNAT1P3	
IGKV2OR2-8	
WDR45BP1	
COQ9	57017
LRRC34P2	
RHOXF1P3	
RN7SL272P	
HMGB1P42	
SNRNP25	79622
RNA5SP68	
MCRIP2P1	
RN7SKP55	
STAB2	55576
RNU1-14P	
RNU6-223P	
RNU4-84P	
C10orf113	387638
RNA5SP372	
HOXA2	3199
MIR300	100126297
RNU6-1197P	
MSMO1	6307
OR10Q1	219960
MIR4777	100616317
SLC46A2	57864
RNU6-650P	
MIR802	768219
MIR3177	100423012
DNASE1L2	1775
PEAK1	79834
MIR548B	693128
MIR3668	100500879
SGCD	6444
MIR3937	100500822
MIR105-2	406898
MYL10	93408
ALG13	79868
MIR548A3	693127
MIR3651	100500918
RNU6-61P	
MRPS5	64969
RNU6-214P	
NRAV	100506668
RNA5SP311	
CAMK2N1	55450
MIR93	407050
MIR4433A	100616265
RNU7-176P	
SELENOK	58515
RNU5A-4P	
PCED1CP	
RPN1	6184
EPPIN-WFDC6	100526773
RNU2-51P	
MTSS1	9788
MIR3925	100500885
	101930028
RN7SL153P	
VCX2	51480
RPL36	25873
UBE2HP1	
ZNF589	51385
RNA5SP422	
RN7SL554P	
LINC01066	
PHB2	11331
RN7SKP203	
AKIRIN1	79647
PLPP6	403313
TRAPPC2B	
RNU6-630P	
IGHV3-16	
FAM153A	285596
RNU6-1210P	
BRCA2	675
RNU6-161P	
CTRC	11330
GPRC5A	9052
GPRC5A	693199
RNU6-192P	
RPS12P27	
TTYH2	94015
RN7SKP130	
RNU6-260P	
RNU6-188P	
SLC35A5	55032
RNU6-544P	
TNFRSF14	8764
OR4K13	390433
RNA5SP207	
HSPD1P21	
MIR3648-2	103504731
MIR4448	100616127
RNU6-498P	
RHBDF1P1	
VN1R107P	
FAM223B	286967
FAM223B	100132967
MIR8062	102465865
MIR4737	100616210
SNRPGP6	
RN7SL394P	
MIAT	440823
NKAIN2	154215
OR5B15P	
DTX2	113878
SCAANT1	
CSRNP2	81566
RN7SKP87	
RNU6-1011P	
OR1R1P	
RNU7-106P	
RNU6-253P	
RNU6-1251P	
HCG24	
KLK14	43847
UCKL1-AS1	100113386
UBQLN2	29978
MANSC4	100287284
IGHV1-67	
BAG1	573
LYPD3	27076
ZKSCAN1	7586
FAM47C	442444
GOLGA8DP	
PPP1R15A	23645
MGAM	8972
RRAS2	22800
MRPS18AP1	
ANKS3	124401
SQLE	6713
CRIP1	1396
ATXN7	6314
ASB16	92591
TTPA	7274
NEFLP1	
HEBP2	23593
EEF1A1P1	
SAMD13	148418
TRBV6-1	
PWRN3	101928840
OVAAL	148756
C9orf85	138241
TMEM143	55260
EEF1A1P12	
SECISBP2	79048
MTCO1P11	
IGHVIII-67-2	
TRDV2	
FEN1P1	
AMELX	265
GRIK1	2897
AFMID	125061
EEF1A1P3	
TXNP6	
BTBD7P2	
SLFNL1-AS1	100507178
USP29	57663
LRRC40	55631
TSPY23P	
FGF5	2250
CELSR2	1952
ZMIZ1	57178
BTBD19	149478
GPR89B	51463
TAS2R20	259295
UCKL1	54963
UCKL1	100302137
FUNDC2P1	
PFDN4	5203
	101928062
PAN3	255967
MIR520F	574464
PPP1R26P4	
MIR527	574497
UGT1A3	54659
	283683
MTND5P12	
SCCPDH	51097
DMXL1	1657
FAM90A6P	
SMARCA1	6594
LAIR2	3904
IGKV1OR2-11	
WFDC2	10406
RPS3AP12	
TNFSF12	8742
VTRNA2-1	
KCNN3	3782
NDUFS6P1	
MIR3149	100422921
MIR4488	100616470
MIR6760	102465455
RNA5SP256	
MIR103A1	406895
MIR1261	100302228
RN7SKP74	
LILRA1	11024
EIF3J	8669
TCEANC2	127428
TCEANC2	100616315
RN7SL87P	
MTMR11	10903
RPS6P23	
SNCAIP	9627
MIR6799	102465479
NRDC	4898
NRDC	100313892
RPS23P5	
NPY	4852
MIR548AN	100616144
MIR5683	100847034
MIR6833	102465500
C17orf49	124944
RN7SL43P	
NENFP3	
RNU6-528P	
RN7SL123P	
RGL2	5863
SSXP1	
RNU6-938P	
SRSF6	6431
RNU6-23P	
RDM1	201299
ZFP36L1	677
RNY1P3	
RN7SL741P	
KCNH7	90134
MEI4	101928601
ELOVL6	79071
RN7SL716P	
THSD4-AS1	
ZNF586	54807
YPEL3	83719
RNU6-97P	
MIR5692C1	100847082
AXIN1	8312
MIR7155	102466815
OR52E1	
AQP1	358
RN7SL587P	
RNU1-22P	
RN7SL294P	
RN7SL327P	
RPS29P31	
RN7SL107P	
ANKS4B	257629
MIR1297	100302187
MIR4461	100616209
PLCD4	84812
RN7SKP173	
LILRA4	23547
RNU6-2	103625684
RNU7-30P	
MIR6772	102465463
FIGNL2	
MIR567	693152
SNORD126	
MIR6846	102465509
KIAA0825	285600
MIR4256	100422976
MIR1264	100302251
TDH	157739
RNU6-222P	
MIR603	693188
MIR3681	100500884
MIR4272	100422941
RNU6-278P	
MIR548H5	100616455
ASB5	140458
SNORD115-31	100033805
IFITM3	10410
OR2B3	442184
MIR6892	102465538
RNY3	6085
TRIM45	80263
MIR1245B	100616324
MIR6131	102465138
SULF1	23213
RNU6-1015P	
RNU6-346P	
RNU6-961P	
ANKRD62	342850
MIR3672	100500869
RHPN2	85415
TSR3	115939
RPS26P52	
OR6C70	390327
RNU6-841P	
RNA5SP250	
PTPRD-AS2	101929428
RN7SL807P	
SET	6418
CCT4P2	
SNORD114-3	767579
AIF1	199
MTCYBP44	
SNORD124	101340251
PRR36	80164
RPL31P63	
RIT1	6016
MIR934	100126324
RNU2-70P	
RNU6-174P	
MIR4742	100616468
MIR548AG2	100616440
OR6C68	403284
RNU1-133P	
MIR3155B	100628560
TTC3-AS1	100874006
MAP3K8	1326
MIR548AB	100616336
OR6C2	341416
RNA5SP22	
RNU2-23P	
MIR3185	100422978
CUL1	8454
MIR635	693220
MIR4521	100616406
KIR2DS1	3806
MIR3192	100422875
MIR4457	100616235
MIR450B	100126302
RNU6-197P	
RNU6-139P	
RNA5S8	100169759
MIR125B2	406912
RNU6-782P	
RNA5SP167	
TRIM52-AS1	100507602
LINC01031	101929184
GPR137B	7107
MIR1290	100302276
NACAP5	
ADO	84890
MIR6769A	102466731
ZFR2	23217
RNU6-1112P	
EIF3CL	728689
IZUMO2	126123
PSG10P	
INMT-FAM188B	
MIR7973-1	102466250
MIR4307	100423019
EIF2S2P4	
GEMIN8P3	
MIR6818	102466742
MIR8084	102467005
MIR5682	100847043
TGM2	7052
MIR1207	100302175
RN7SKP92	
OR6C64P	
ARHGAP20	57569
MIR1323	100302255
SHISA2	387914
PSG9	5678
RAX	30062
MIR4634	100616202
RNY3P12	
ZNF209P	
TRPC1	7220
SCRIB	23513
SCRIB	100126338
RNU11-2P	
NPTN-IT1	
	100129215
C2orf54	79919
ODF3B	440836
RNA5SP403	
RNU6ATAC4P	
BBS4	585
CCT4P1	
RNU6-1131P	
OR6C4	341418
RN7SKP15	
MIR4307HG	101927081
CALCR	799
BNIP3P33	
TMEM234	56063
TMEM241	85019
CECR1	51816
ZFAT	57623
	100289650
GSTZ1	2954
GNB1	2782
CD24P1	
WFDC10A	140832
AK4P6	
IL25	64806
KRT23	25984
PLCXD2	257068
RRM2P3	
RXFP2	122042
ZNF492	57615
RNU7-88P	
RNU6-864P	
RNA5SP359	
USP37	57695
ANXA1	301
RN7SL213P	
RNU6-377P	
ZFAND1	79752
RN7SKP263	
ZFP36	7538
RN7SL39P	
TAS2R41	259287
RNU5F-6P	
RNU7-62P	
IGHD5OR15-5A	
	100286922
SNORD27	9301
ZNF723P	
RNY1P7	
IGHV3-37	
ETV6	2120
TRBV15	
YIPF5	81555
SNAP25-AS1	100131208
SLC7A5P2	
RPL7AP31	
SF1	7536
LARP1BP3	
DENND5B	160518
CEACAMP5	
IGLV3-16	
RPS27P22	
STC1	6781
RPSAP45	
WDR45	11152
AK6	102157402
GSN	2934
YME1L1	10730
STAM2	10254
GPR87	53836
PSG8	440533
IGFBP7	3490
	105378220
CXCL9	4283
HLA-DRB4	3126
CHRDL1	91851
ROR1-AS1	101927034
ZAR1L	646799
BNIP3P36	
RNU6-995P	
ARL2BP	23568
	101929164
RNU7-85P	
NEU1	4758
ZBTB26	57684
RN7SL293P	
MIR548I1	100302204
MIR4792	100616448
RNU6-826P	
MIR30A	407029
MIR766	768218
RN7SL22P	
GRAMD4P6	
RNU6-241P	
ARPC1B	10095
MIR196A2	406973
MIR4645	100616285
MIR4497	100616454
MIR586	693171
FAM90A16P	
MIR23C	100500809
SAPCD1-AS1	
RNU6-160P	
RNU2-60P	
	101928809
PSTPIP2	9050
RN7SL330P	
FER1L6-AS1	439941
ARVCF	421
TNXA	
RNY4P28	
RBM45	129831
RNU6-531P	
RN7SL518P	
STC2	8614
EPOR	2057
KCNH4	23415
LIPT1	51601
RNA5SP214	
	79160
EXOC1	55763
RN7SL326P	
RNU6-1171P	
COX6CP12	
RN7SKP160	
RN7SL687P	
ATP6V1C2	245973
TMEM133	83935
LMLN	89782
PITPNM2	57605
HPS6	79803
	105379554
RNA5SP474	
DALRD3	55152
PILRA	29992
KRTAP3-3	85293
SCT	6343
THAP9-AS1	
NUDT15	55270
OR5AR1	219493
RNU2-63P	
NAV2-AS2	100874014
RN7SL234P	
TRMT12	55039
MTRF1LP2	
PTBP1	5725
PTBP1	100616459
